game_id,game_date,principal_team,opponent_team,home_team,principal_score,opponent_score,delta_avg_points_per_game,delta_field_goals_pct,delta_avg_off_rebounds,delta_avg_free_throws_att,delta_avg_free_throws_pct,delta_avg_turnovers,delta_win_pct,game_result
1627704b-b7a5-47cd-ad17-8fff12ad74be,2015-11-17,Florida,North Carolina A&T,True,104,54,19.0,0.22799999999999998,6.0,1.0,-0.14100000000000001,7.0,1.0,WIN
39287140-388e-4aef-9a62-79dc461ee004,2015-11-17,Vanderbilt,Gardner-Webb,True,98,62,21.0,0.127,4.0,-6.0,-0.18100000000000008,-8.0,1.0,WIN
f2a8ed4c-7c92-45d5-adb0-0e2d8bfa39c3,2015-11-17,Canisius,Lehigh,True,98,89,38.0,0.19099999999999998,1.0,-13.0,-0.015,-3.0,0.0,WIN
c848c6db-bef3-440b-9874-731ad6fae706,2015-11-17,Morgan State,Towson,False,61,69,-28.0,-0.037000000000000026,-10.0,-22.0,-0.06100000000000001,0.0,0.0,LOSS
f1a7bcc1-fe81-49aa-8f65-011acfa2a06c,2015-11-17,Northern Iowa,Stephen F. Austin,True,70,60,23.0,0.15599999999999994,1.0,-15.0,0.2749999999999999,-2.0,0.0,WIN
c8a308df-408a-4f94-8c2a-5e7306600849,2015-11-17,Bradley,Arizona,False,60,90,-25.0,-0.07399999999999998,-1.0,0.0,-0.18699999999999994,-2.0,0.0,LOSS
2ee3e6f6-79d4-4714-9dcc-6f2c449dc26c,2015-11-17,Charleston,Navy,False,72,58,33.0,0.132,-1.0,23.0,0.43599999999999994,2.0,1.0,WIN
54579df3-cf64-4392-8b72-c390c7472076,2015-11-17,Texas A&M,Southeastern Louisiana,True,100,58,27.0,0.252,1.0,7.0,-0.09399999999999999,1.0,1.0,WIN
81239ae0-4100-48d1-a4c7-c27346727e82,2015-11-17,Ball State,Eastern Illinois,True,73,56,4.0,0.023999999999999987,7.0,1.0,-0.07899999999999999,-1.0,0.0,WIN
e08598a5-2a65-4ec2-be13-e0d5c08510f3,2015-11-17,Xavier,Missouri,True,78,66,3.0,-0.08950000000000002,9.5,3.0,0.0375,6.5,0.0,WIN
4ecbe138-5773-4222-a91f-5a3cb748624e,2015-11-17,Rhode Island,Valparaiso,True,55,58,-15.5,0.06900000000000006,2.5,-6.0,-0.299,-0.5,0.0,LOSS
a24b5a50-4057-46c5-8291-052550fa07d3,2015-11-17,USC,Monmouth,True,101,90,-1.0,0.10299999999999997,4.0,-11.0,-0.07099999999999994,7.0,0.0,WIN
3f5d38a8-bcbe-4d76-bb98-881dcd6f33da,2015-11-17,Colgate,Cornell,True,98,101,-15.0,0.032999999999999974,-2.0,7.0,0.02200000000000003,1.0,1.0,LOSS
edf3b944-59e3-4821-a397-8026de12991f,2015-11-17,Mississippi State,Southern University,True,72,76,38.0,0.20600000000000002,6.0,-4.0,0.07799999999999997,-4.0,1.0,LOSS
82183ba7-19ba-40f6-b9f4-52f65e35f2eb,2015-11-17,N.J.I.T.,South Florida,False,60,57,-20.0,-0.05700000000000003,-5.0,5.0,-0.06400000000000006,-3.0,0.0,WIN
fd42f5dc-cfba-4190-8f44-acf823d9e0f8,2015-11-17,Belmont,Arizona State,False,74,83,20.0,0.037000000000000026,0.0,-10.0,0.09100000000000001,2.0,1.0,LOSS
dfa7ee21-0448-45eb-bceb-494c1d00cdf5,2015-11-17,Hawaii,Nevada,True,76,75,2.5,0.0004999999999999716,-2.5,5.5,-0.08199999999999996,3.0,0.0,WIN
5470fb5e-c993-4199-bc39-b0a6556013df,2015-11-17,North Florida,Texas Rio Grande Valley,True,106,84,34.0,0.12200000000000003,-2.0,-4.0,0.08299999999999998,-8.0,1.0,WIN
f1185a21-1526-464d-8561-1a8e9a403acc,2015-11-17,Citadel,Stetson,True,94,93,-14.0,-0.201,0.0,17.0,-0.02200000000000003,6.0,0.0,WIN
f2a0720b-0cda-4cb5-907d-ac8f535c8bc8,2015-11-17,Indiana,Austin Peay,True,102,76,47.0,0.306,9.0,6.0,-0.03200000000000003,2.0,1.0,WIN
4f833e57-d3d6-4bef-bb0e-893bc3a9ccb7,2015-11-17,San Diego State,Utah,False,76,81,-11.0,0.01,-3.0,12.0,0.035,8.0,0.0,LOSS
0f234ea5-c457-40a4-aeb2-c70b526d762f,2015-11-17,Baylor,Oregon,False,67,74,17.0,0.15299999999999997,-3.0,-5.0,-0.018000000000000113,-8.0,0.0,LOSS
4da53546-eaba-45c0-b22b-8fb8900d6c2c,2015-11-17,LSU,Kennesaw State,True,91,69,17.0,0.11399999999999999,5.0,6.0,-0.23099999999999996,-6.0,1.0,WIN
ea2c9bb4-9615-4eb2-a7d4-4a0ba4363e7d,2015-11-17,Virginia,George Washington,False,68,73,1.0,0.05700000000000003,4.0,-14.0,-0.07099999999999994,-2.0,0.0,LOSS
e6dc5782-55f9-475e-a5ae-ca89d51b3971,2015-11-17,Rice,San Francisco,False,54,80,-13.0,-0.013999999999999986,-7.0,-17.0,0.11800000000000005,-6.0,-1.0,LOSS
5a4e9d55-cb1f-4a85-8df4-72e5837720be,2015-11-17,Albany,Boston University,False,64,69,-19.0,-0.031000000000000014,5.0,1.0,0.01700000000000003,5.0,0.0,LOSS
c009e8d4-0d67-4d13-a9db-974a340d42e2,2015-11-18,Harvard,Massachusetts,True,63,69,-21.0,-0.06700000000000003,2.0,-31.0,-0.09800000000000005,2.0,-1.0,LOSS
55a3e439-a9b7-4146-a617-2b65d9f0f038,2015-11-18,Georgetown,Maryland,False,71,75,0.0,-0.11699999999999995,-2.0,23.0,-0.058999999999999914,3.0,-1.0,LOSS
9b4c1e1a-074d-4fe1-976d-f14bf554584b,2015-11-18,Milwaukee,Notre Dame,False,78,86,-16.0,0.008333333333333358,-8.666666666666666,-4.333333333333332,0.043999999999999914,7.0,0.0,LOSS
9db8799f-4558-415b-acf3-e9400398f1a5,2015-11-18,Western Illinois,Illinois-Chicago,True,84,57,-6.0,0.17200000000000004,-4.0,-6.0,0.056000000000000015,0.0,1.0,WIN
8fb909ae-2485-4c62-ad26-6c25099caafe,2015-11-18,Seattle,Eastern Washington,False,70,76,-27.5,-0.15799999999999997,4.0,3.5,-0.15900000000000006,5.5,0.0,LOSS
dd2b05ea-655b-4907-a7c1-ba00f162f7ea,2015-11-18,Syracuse,St. Bonaventure,True,79,66,-6.0,-0.023999999999999987,1.0,-13.0,0.07299999999999997,4.0,0.0,WIN
7679cad2-1ce1-49cc-a26e-a1d922f88b35,2015-11-18,Nebraska,Villanova,False,63,87,6.0,0.08,-3.0,9.0,0.055,3.0,0.0,LOSS
497ee26d-e2dd-41fd-8108-fa5bcabc34ed,2015-11-18,Ohio State,Grambling State,True,82,55,23.0,0.13799999999999998,5.0,9.0,0.44900000000000007,3.0,1.0,WIN
d9a01ee5-6360-4373-8baf-45834a67a5cf,2015-11-18,Furman,Appalachian State,False,79,70,-13.0,-0.022999999999999972,4.0,9.0,-0.052000000000000025,2.0,0.0,WIN
d16c2845-2df9-4e93-8bfc-cf505c7d4310,2015-11-18,Kentucky,Duke,False,74,63,-20.0,0.0175,-1.5,-8.5,-0.03200000000000017,9.0,0.0,WIN
5d9eb960-532b-4ea5-9561-aa0843b66f00,2015-11-18,Nebraska-Omaha,UMKC,True,95,89,1.0,0.024000000000000056,-4.0,24.0,0.08399999999999999,4.0,0.0,WIN
e3d1512c-6462-4df2-9297-140498b48824,2015-11-18,Pennsylvania,Delaware State,False,60,54,20.5,0.1,1.5,16.0,0.6835,3.0,1.0,WIN
2e651c4e-b98f-428f-8e9a-d39153e20c7b,2015-11-18,San Diego,Western Michigan,False,62,74,-18.0,-0.12399999999999999,6.0,3.0,-0.393,0.0,0.0,LOSS
441bd4ad-26ef-4d78-923b-47f8f7af1ba9,2015-11-18,Marist,Dartmouth,True,73,63,-3.0,0.03,1.0,3.0,-0.07599999999999994,-3.0,0.0,WIN
8115e098-dd17-4476-acbc-3053991bb2fe,2015-11-18,Cornell,Binghamton,True,76,59,34.5,0.12500000000000008,3.5,4.0,-0.06350000000000001,-2.5,0.5,WIN
8252cf38-061b-4cb6-a671-e358d6951f00,2015-11-18,Southern Miss,Jackson State,True,60,78,-3.0,-0.04800000000000001,9.0,-6.0,-0.19800000000000004,1.0,0.0,LOSS
696f2112-fef5-46b1-add7-7712ab9efb0a,2015-11-18,Florida State,Jacksonville,True,98,79,41.0,0.2689999999999999,0.0,10.0,0.06800000000000005,3.0,1.0,WIN
d7fe7fa1-7018-43da-bd2c-28dfe656f46e,2015-11-18,American University,Hampton,True,48,61,-53.0,-0.095,-12.0,-12.0,0.015,-1.0,0.0,LOSS
50d856c2-299b-4092-b299-4c7b52e85d9d,2015-11-18,Hartford,Louisville,False,52,87,-6.0,-0.10399999999999998,-6.0,-1.5,0.08,-3.0,-0.5,LOSS
dcab3071-2f73-400b-b7cc-1b2da60b97a1,2015-11-18,Pacific,Cal State Fullerton,True,76,77,-13.0,-0.10600000000000001,-5.0,0.0,-0.05299999999999997,-9.0,0.0,LOSS
08619dd7-7b3b-4fc8-a1f4-117e16d6ac72,2015-11-18,La Salle,Rider,True,73,60,22.0,0.055,-4.0,21.0,-0.16700000000000004,-2.0,1.0,WIN
23d219b1-1a71-4a20-994d-999ee1eea9cb,2015-11-18,UTSA,Creighton,False,78,103,-38.5,-0.1575,-5.5,-1.0,0.10450000000000002,8.0,-1.0,LOSS
5a44a733-d2c3-4f3a-afae-f0dd20fc3748,2015-11-18,Michigan State,Kansas,True,79,73,-27.0,-0.07300000000000004,10.0,-6.0,-0.15799999999999997,-2.0,0.0,WIN
abc7732e-8a42-4a5d-9c0e-cd50de30017f,2015-11-18,Tulsa,Wichita State,True,77,67,10.0,0.14600000000000002,-8.0,-24.0,-0.05,5.0,0.0,WIN
21e45e85-e2ea-4d2a-8ef7-8cda5a02f452,2015-11-19,Arkansas State,Savannah State,False,75,76,11.0,-0.018999999999999986,10.0,-12.0,0.14,-6.0,-1.0,LOSS
fba814e1-f906-488c-834f-ae4002586b7c,2015-11-19,UC Irvine,UCF,False,61,60,-8.0,0.10299999999999997,0.0,-3.0,0.07100000000000001,7.0,1.0,WIN
07cdd155-8ead-4bf2-85b1-4bcbad003fc2,2015-11-19,Niagara,Brown,True,75,66,-12.0,-0.11549999999999998,5.5,3.5,0.1245000000000001,3.0,-0.5,WIN
06f2c517-983d-46be-a77a-5fbb45b30cf7,2015-11-19,New Mexico,Loyola (IL),True,75,51,8.5,-0.020500000000000042,3.5,4.0,0.018499999999999944,-8.5,0.0,WIN
87cdc2f3-eb77-4c26-b0a7-acafd5fe0838,2015-11-19,Mississippi State,Miami (FL),True,79,105,-0.5,0.010500000000000042,3.0,-6.5,0.006499999999999915,7.0,-0.5,LOSS
83e406a7-d82e-4fb1-b853-eb437b35f262,2015-11-19,Jacksonville State,Virginia Tech,False,62,71,1.0,-0.022999999999999972,0.0,-24.0,0.18799999999999997,-3.0,0.0,LOSS
d8e946d4-59b2-4827-9f51-cc24a89e774d,2015-11-19,Northwestern,Fairfield,True,79,72,18.0,0.07599999999999994,5.5,8.0,-0.13950000000000004,-11.0,1.0,WIN
1e5c2386-df93-4b56-8509-ff0315afed57,2015-11-19,Kennesaw State,Arizona State,False,53,91,-6.5,-0.08599999999999994,1.5,-4.5,0.11099999999999995,0.0,-0.5,LOSS
916197ae-669d-4d77-9076-099905d78c16,2015-11-19,Richmond,Wake Forest,False,91,82,7.5,0.11350000000000002,-7.0,-14.0,-0.12300000000000004,-4.0,-0.5,WIN
f9ba6599-ed2b-487d-adda-903f6baf9726,2015-11-19,Denver,Utah Valley,True,75,62,11.0,0.21033333333333337,-1.333333333333333,-9.0,0.11166666666666672,-4.666666666666666,0.6666666666666666,WIN
bd7d3378-05a3-4052-8cb0-bb9dd04f5fc0,2015-11-19,Austin Peay,IPFW,True,77,80,-5.5,-0.09100000000000008,8.0,1.5,0.10900000000000006,0.0,0.0,LOSS
c6698b8d-1948-4521-bd2c-12bf5bef0732,2015-11-19,Bucknell,Robert Morris,False,81,76,22.5,0.015,1.5,11.5,0.1325,-10.0,0.0,WIN
00a2ec44-5b79-4a9a-b9ae-2776f41f88e1,2015-11-19,Drexel,High Point,True,66,75,8.0,0.006999999999999958,1.0,8.0,-0.007000000000000029,-7.0,0.0,LOSS
0107704e-8285-432f-9561-3ed1a6de94e2,2015-11-19,North Carolina State,IUPUI,True,79,56,6.5,0.008000000000000042,1.5,4.0,-0.21150000000000005,-5.0,0.0,WIN
3905e2cc-fad1-447a-a6a4-8cef46a3a65f,2015-11-19,Quinnipiac,Vermont,False,70,83,-0.5,-0.06700000000000003,7.5,12.0,-0.2705,2.5,0.0,LOSS
49cadcfd-6dc1-4310-a689-7b1316a3392b,2015-11-19,Boston College,Central Connecticut State,True,82,57,3.0,0.055,4.5,4.0,-0.05249999999999993,0.5,1.0,WIN
5abef9cc-c7b7-4246-8c87-96cdc58bd6dc,2015-11-19,Butler,Missouri State,False,93,59,79.0,0.22899999999999998,9.0,11.0,0.045,-6.0,1.0,WIN
8d7cd116-88a6-4975-9339-63819fa7101a,2015-11-19,Oklahoma State,Towson,False,69,52,16.0,0.11299999999999998,-1.0,-2.5,0.07950000000000003,-7.0,0.5,WIN
a74eae8e-4ad8-48d4-af5c-71d8713edf87,2015-11-19,UMBC,Loyola (MD),True,57,76,-6.5,-0.06549999999999997,1.0,-12.0,-0.13549999999999998,-3.0,0.0,LOSS
f512506a-92b8-42cd-8876-96f435cf4ec5,2015-11-19,George Mason,Ole Miss,True,68,62,-29.5,-0.045,-2.0,-21.0,-0.42399999999999993,1.5,-1.0,WIN
f32713e8-31fc-4f36-a14f-52814f314ff3,2015-11-19,Kent State,Southern Illinois,False,69,72,0.0,-0.015499999999999972,2.5,1.0,0.031500000000000056,4.5,0.0,LOSS
f970fb48-4661-435a-b9b6-8a370b6b0de0,2015-11-19,Morgan State,Old Dominion,False,48,79,-17.5,-0.14599999999999994,-0.5,-18.5,0.135,0.0,-1.0,LOSS
b37890be-b380-4262-bb95-2835f78ccb7f,2015-11-19,Akron,Arkansas,False,88,80,-21.0,-0.03200000000000003,-2.0,-7.0,-0.011999999999999957,1.0,0.0,WIN
d01460bc-281e-47d5-8abc-de0dce1f8363,2015-11-19,North Carolina,Wofford,True,78,58,17.5,0.12149999999999998,7.5,-5.5,-0.03750000000000007,2.5,1.0,WIN
cbf84203-699f-4e15-b775-ecffc654f01e,2015-11-19,Sacred Heart,Massachusetts Lowell,False,84,87,19.5,0.136,-0.5,18.0,0.02450000000000003,3.0,0.5,LOSS
10ec0644-af0a-4305-a1b6-b8081845114e,2015-11-19,Army,Fairleigh Dickinson,False,96,85,21.0,0.14,1.0,2.0,-0.02200000000000003,3.0,1.0,WIN
e7c2a719-24a1-49c5-b899-6cbd5cb65bcc,2015-11-19,Illinois,Providence,False,59,60,4.5,0.07399999999999998,-5.0,4.0,-0.281,1.0,-0.5,LOSS
61c3a94d-967e-457d-8795-16c5434622e9,2015-11-19,Minnesota,Temple,True,70,75,4.5,0.03,-1.0,4.0,0.21650000000000005,4.5,1.0,LOSS
ae378a6c-30b0-4541-af22-59ed178fafb6,2015-11-19,SIU-Edwardsville,Saint Louis,True,60,70,-6.0,-0.14599999999999994,5.0,0.0,0.1,0.0,0.0,LOSS
35dcd1db-43b1-4cfb-bab7-958dd5de9802,2015-11-19,UNLV,Southern Utah,True,84,64,3.0,-0.04899999999999999,11.0,33.0,-0.08900000000000005,6.0,1.0,WIN
15949f9c-70f1-4cf2-8c43-a4dbba932caa,2015-11-19,New Mexico State,Tennessee Tech,True,76,63,12.5,0.17150000000000007,-5.5,-8.0,0.11349999999999995,-1.0,0.5,WIN
473c0c6d-efc3-4294-98b3-06f3dd1aa623,2015-11-19,Cincinnati,Bowling Green,False,83,50,22.5,0.1175,5.0,-5.5,-0.0015000000000000568,-0.5,0.0,WIN
1574adf1-10ed-45dd-b60d-946e5676d147,2015-11-20,South Dakota State,Illinois State,False,83,67,21.5,0.09849999999999995,1.5,-2.5,0.09950000000000003,-0.5,0.5,WIN
5099f49e-6014-4e13-803d-9072916408df,2015-11-20,Boston University,N.J.I.T.,False,76,90,18.0,0.14950000000000002,-2.5,-3.5,-0.12200000000000003,-2.0,0.0,LOSS
de5906f6-1dff-4ab6-bf5e-ebd5b4fbf115,2015-11-20,Marquette,Iowa,True,61,89,-12.0,-0.04400000000000006,1.0,4.0,0.0975,3.0,-0.5,LOSS
5aaab5c3-8c31-4fd8-abab-38d114bcea18,2015-11-20,Mercer,Alabama State,True,70,49,-8.5,-0.008999999999999985,-2.5,-2.0,0.24400000000000005,-4.0,0.5,WIN
c184b5e6-71e3-49f9-859e-1329e0fbc9f1,2015-11-20,Holy Cross,New Hampshire,True,69,73,-5.0,0.002499999999999929,-1.0,0.5,0.17549999999999996,7.0,0.5,LOSS
01006f9e-8398-401b-a42b-225541e555ed,2015-11-20,Alabama A&M,Southeast Missouri State,True,74,56,9.0,0.0225,0.5,-5.5,0.1865,2.5,1.0,WIN
65808624-fce1-4f65-9636-48f2cea96e0a,2015-11-20,Northeastern,Florida Atlantic,True,60,58,32.0,0.11700000000000003,3.0,19.0,0.012999999999999972,-3.0,1.0,WIN
488e2492-5d7e-4f4f-bb7d-012688ee6c5e,2015-11-20,Siena,Radford,False,76,62,-8.5,-0.052000000000000025,1.0,5.0,-0.0040000000000000565,-2.5,-0.5,WIN
60a3eb5a-c40f-42b8-a2cd-0b0c29c195b4,2015-11-20,Florida State,Hofstra,True,77,82,7.5,0.07549999999999997,-2.5,3.0,0.02200000000000003,0.0,0.0,LOSS
e471af77-5b2f-4c07-abfe-8448f3ab276a,2015-11-20,South Florida,George Washington,True,67,73,-12.0,-0.06449999999999996,-2.0,-13.5,-0.019500000000000028,8.5,-1.0,LOSS
215c39f9-ba5a-4ab2-a3d7-f3ef97fd1412,2015-11-20,San Francisco,Fresno State,False,71,78,4.5,0.06349999999999995,-3.0,-10.0,0.07349999999999994,6.5,0.0,LOSS
227e36d6-9413-4916-81e0-d8b8853ef3c2,2015-11-20,Ohio,Tulsa,False,88,90,-7.5,-0.07549999999999997,3.0,4.5,0.11450000000000003,0.5,0.0,LOSS
f40c9a52-6d0c-489e-859f-e2932778edb8,2015-11-20,Mississippi Valley State,Air Force,False,64,65,-26.5,-0.25250000000000006,4.0,-8.5,0.04400000000000006,6.5,-0.5,LOSS
24049582-7eec-4ad4-b625-4424b460bacc,2015-11-20,Troy,UAB,True,63,79,9.0,-0.061499999999999985,3.5,0.5,-0.166,-6.5,0.5,LOSS
0a498458-b79f-412b-9eaf-1087a2109951,2015-11-20,Stanford,SMU,True,70,85,8.0,-0.08349999999999995,4.0,17.0,-0.06950000000000003,0.0,0.0,LOSS
0012eab2-237c-4df1-846b-36430530867f,2015-11-20,LSU,South Alabama,True,78,66,16.0,0.16849999999999996,-3.0,2.5,0.06299999999999997,-1.0,1.0,WIN
24ab86a4-40ff-482a-b9ad-7ea0f5e9f1a8,2015-11-20,Minnesota,Missouri State,False,74,69,9.0,0.03166666666666671,-3.166666666666667,-1.3333333333333321,0.18283333333333332,-2.333333333333334,0.6666666666666666,WIN
