game_id,home_team,principal_team,opponent_team,game_result,game_date,principal_score,opponent_score,prn_pts_avg,prn_fg_pct,prn_off_rebs_avg,prn_ft_att_avg,prn_ft_pct,prn_turnover_avg,prn_win_pct,prn_allow_pts_avg,prn_allow_fg_pct,prn_allow_off_rebs_avg,prn_allow_ft_att_avg,prn_take_away_avg,opp_pts_avg,opp_fg_pct,opp_off_rebs_avg,opp_ft_att_avg,opp_ft_pct,opp_turnover_avg,opp_win_pct,opp_allow_pts_avg,opp_allow_fg_pct,opp_allow_off_rebs_avg,opp_allow_ft_att_avg,opp_take_away_avg
914d5a02-95bf-4660-b1ab-dceb3c671595,FALSE,Missouri State,Southern Illinois,FALSE,2/28/2016,68,78,64.93104,0.41466498,8.551724,21.48276,0.68699837,12.344828,0.39285713,70.82758,0.45123458,7.586207,18.586206,11.413794,71.67742,0.45523256,8.903226,21.419355,0.686747,12.16129,0.7,67.58064,0.4535176,6.83871,22.612904,14.16129
915b6c09-8686-419d-8484-7c2d1a186f22,FALSE,Yale,Dartmouth,TRUE,2/13/2016,75,65,71.65,0.46872082,11.7,22.65,0.6578366,13.3,0.7368421,61.1,0.4017094,7.05,18.5,11.05,64.8,0.41799438,9.9,20.6,0.723301,12.8,0.31578946,67.05,0.4621514,8.55,21.2,13.75
91608e73-dcf0-4c0f-919d-71165965cab1,FALSE,UTSA,Southern Miss,FALSE,1/31/2016,70,86,66.26316,0.4039548,7.368421,21.052631,0.7025,12.894737,0.16666667,79.89474,0.5047529,7.736842,23.947369,10.684211,55.235294,0.38357842,7,16.294117,0.70397115,11.705882,0.3125,62.35294,0.41148886,8.294118,19.647058,10.117647
916197ae-669d-4d77-9076-099905d78c16,TRUE,Wake Forest,Richmond,FALSE,11/19/2015,82,91,56,0.41666666,11.666667,22.666666,0.75,8.333333,1,51.666668,0.39370078,5.6666665,18,5.6666665,61,0.53488374,7,13.333333,0.625,5.6666665,0.5,57.333332,0.4883721,8,11.333333,8.333333
916e64ed-8b2d-4e19-aa94-0f818cbbb427,FALSE,Morehead State,Saint Louis,TRUE,12/3/2015,60,46,55.2,0.41880342,11.8,16.6,0.6626506,9.6,0.75,46,0.4,5.2,15.8,12.2,59.666668,0.4728682,5,22.5,0.65185183,9.5,0.8,53.666668,0.39846742,6.1666665,18.666666,11.833333
91a93304-41d1-4b5e-994e-95d67767ac74,FALSE,Western Michigan,Vanderbilt,FALSE,12/31/2015,61,86,64.7,0.4398422,8.2,20.8,0.67788464,12,0.33333334,65.4,0.42519686,6.8,19.7,10.9,72.416664,0.4728682,7.9166665,19.833334,0.70168066,9.75,0.6363636,56.75,0.3568216,9.333333,18.25,10.25
91bccec5-131f-4c0c-abdc-5d6fa62deb10,FALSE,Austin Peay,Tennessee-Martin,TRUE,3/5/2016,83,73,71.4375,0.45581394,9.53125,25.34375,0.6621455,13.875,0.4516129,74.21875,0.46053347,8.96875,18.28125,12.8125,67.9,0.43331283,8.8,19.1,0.71727747,11.766666,0.55172414,68.933334,0.4365694,9.2,17.4,11.166667
91e5da6c-6be2-4496-8b33-9530500577ea,TRUE,Colgate,Lehigh,FALSE,2/25/2016,54,71,66.666664,0.45010614,7,16.62963,0.688196,11.444445,0.46153846,68.44444,0.45598847,8.555555,21.703703,12.444445,67.85185,0.45045045,7.7777777,17.37037,0.7249467,12.555555,0.46153846,68.51852,0.44829932,8.444445,16.222221,12.185185
91eb77fb-c600-4f4d-9921-12eeb895046f,TRUE,Presbyterian,Gardner-Webb,FALSE,12/3/2015,76,87,56.833332,0.46125463,5,16.333334,0.7244898,13.833333,0.4,59.833332,0.4160839,7.8333335,21.166666,11.833333,60.714287,0.39257294,8,16.142857,0.6460177,11.857142,0.16666667,75.42857,0.5111732,8.428572,21.285715,10.857142
91fdcd9f-d42b-40d6-ba4c-2defee7e561d,TRUE,Towson,Delaware,TRUE,1/30/2016,101,97,66.28571,0.41476753,11.666667,26.428572,0.6864865,11.571428,0.65,63.095238,0.40491354,7.3809524,19.761906,10.714286,63.61905,0.4019608,9.333333,22.333334,0.67803836,11.285714,0.25,71.7619,0.43460265,8.571428,16.666666,8.714286
