season,School,team_id,Games,SRS,SOS,win_pct,pts_avg,opp_pts_avg,fg_pct,allow_fg_pct,ft_pct,allow_ft_att_avg,poss_avg,off_rebs_avg,allow_off_rebs_avg,def_rebs_avg,allow_def_rebs_avg,to_avg,steal_avg,off_rating,ft_att_avg
2010,High Point,a311188e-1259-4fda-b0ea-c47cb52694b1,31,-12.82,-4.47,0.387,66,72,0.412,0.435,0.665,22,79.44516129,11,11,22,23,15,7,83.07617346,22
2010,Hofstra,36ca2008-cd2e-4549-8b3b-c745167e07f3,33,-0.03,0.13,0.636,70,69,0.443,0.457,0.761,20,74.06666667,10,9,22,23,10,6,94.50945095,19
2010,Holy Cross,31aedd91-a77e-46c1-8bdc-80e9860c159d,29,-6.38,-4.55,0.276,67,69,0.441,0.421,0.65,17,77.09655172,11,11,25,23,13,4,86.90401646,19
2010,Houston,1f99a164-d593-4d81-85d5-0d7889d6f486,30,-2.71,0.55,0.4,68,69,0.459,0.438,0.669,17,76.49333333,10,12,23,21,15,5,88.89663587,21
2010,Houston Baptist,95a27dc5-16d5-4745-9adb-34c41e1444e8,31,-18.41,-8.72,0.161,69,78,0.404,0.47,0.676,25,84.5483871,12,12,22,26,16,8,81.61007249,23
2010,Howard,22fbe5dc-c6db-4675-b3a3-2d8af7f5d313,30,-18.8,-7.3,0.2,58,69,0.376,0.436,0.623,27,77.34666667,13,11,21,23,15,6,74.98707119,22
2010,Idaho,ec6185b7-4e0c-4eb8-99ef-f3a4dccf6b91,32,0.2,-0.64,0.563,67,66,0.461,0.429,0.722,18,73.925,9,11,23,20,14,6,90.6323977,19
2010,Idaho State,6a67ba19-56a8-4dd8-a5ae-9e9f2523c274,29,-10.76,-1.87,0.31,64,72,0.414,0.477,0.701,22,75.91034483,11,10,21,24,13,6,84.30998456,22
2010,Illinois ,150148c2-ca8f-414f-8f41-d94a55d4a122,34,16.72,11.11,0.588,70,65,0.468,0.429,0.729,18,75.28235294,10,9,24,22,12,5,92.98327864,15
2010,Illinois State,509aacc4-c121-46a2-800a-d5431ef181d2,31,-3.37,-0.66,0.387,61,63,0.425,0.415,0.708,17,71.86451613,10,9,23,23,13,4,84.88194631,17
2010,Illinois-Chicago,dfe0d93f-94a5-47fb-b7aa-f74786e09acb,31,-6.32,1.98,0.226,62,69,0.425,0.454,0.667,22,77.75483871,12,10,23,23,16,4,79.73780285,16
2010,Indiana,c3f0a8ce-af67-497f-a750-3b859376b20a,32,9.03,7.65,0.375,69,68,0.461,0.426,0.726,18,74.4,10,10,22,19,12,6,92.74193548,19
2010,Indiana State ,2a997096-a381-469d-a7e9-9e031c8b071c,34,3.41,2.9,0.588,66,64,0.429,0.43,0.71,17,74.71764706,10,8,24,24,14,6,88.33254606,19
2010,Iona,255c2a87-40c0-4989-bbb9-d286aac5d28e,37,7.01,-2.26,0.676,78,69,0.476,0.451,0.657,17,80.8,11,11,24,22,12,7,96.53465347,21
2010,Iowa,c10544de-e3bd-4776-ba2e-83df8c017fd1,31,7.95,8.79,0.355,67,68,0.439,0.457,0.676,18,78.4,11,10,23,23,14,6,85.45918367,19
2010,Iowa State,0e4258fa-3154-4c16-b693-adecab184c6c,32,8.86,4.55,0.5,74,70,0.437,0.437,0.721,15,81.4,11,9,25,22,12,6,90.90909091,16
2010,IUPUI,90ec10eb-38a4-4a69-b072-ef71d294933b,33,0.39,-0.84,0.576,71,69,0.473,0.473,0.783,20,73,10,11,21,22,11,5,97.26027397,17
2010,Jackson State,c444e03b-d16b-48b2-9b18-823c2647d41d,32,-10.43,-10.86,0.531,65,62,0.419,0.446,0.637,21,77.8875,12,11,22,23,15,7,83.45369925,22
2010,Jacksonville,fb28bd56-9e56-40c1-992d-71c1e27fe4fd,32,-1.42,-3.68,0.625,68,65,0.422,0.467,0.669,27,81.6625,13,11,23,23,15,8,83.26955457,22
2010,Jacksonville State,13358462-e05b-4449-8688-90c4622cdde8,30,-11.16,-5.41,0.167,60,65,0.424,0.432,0.649,24,72.96,10,10,18,23,14,6,82.23684211,17
2010,James Madison,524e3eec-7dde-45c7-b3cc-6308cec73350,33,2.94,-0.03,0.636,71,68,0.458,0.437,0.711,23,76.12727273,10,12,24,24,12,5,93.26486745,21
2010,Kansas ,fae4855b-1b64-4b40-a632-9ed345e1e952,38,24.1,7.62,0.921,81,64,0.508,0.38,0.679,18,80.12631579,11,10,27,21,13,7,101.0903836,22
2010,Kansas State ,d203f38a-a166-4258-bca2-e161b591ecfb,34,14.59,8.41,0.676,72,66,0.438,0.409,0.655,22,81.41764706,14,11,23,20,14,6,88.4329167,24
2010,Kennesaw State,2e8442e9-bd09-4d46-9dd3-de79433287f3,31,-14.06,-3.29,0.258,65,74,0.416,0.5,0.649,18,78.10322581,12,11,21,24,14,5,83.22319511,19
2010,Kent State,3da4798c-2d58-4dac-b66e-ad145a91b544,37,3.65,0.04,0.676,70,66,0.441,0.425,0.668,17,79.88108108,13,12,23,22,12,7,87.6302612,20
2010,Kentucky ,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,38,20.3,8.91,0.763,74,63,0.459,0.374,0.71,15,76.43684211,11,12,25,19,10,5,96.81195345,20
2010,La Salle,ad9a3e21-4585-4e35-8946-290fe4a16f18,33,-0.08,1.7,0.455,76,78,0.446,0.417,0.709,19,86.51515152,13,12,24,24,15,7,87.84588441,20
2010,Lafayette,6af02334-9ac3-452f-bcf4-20abdb72bd07,32,-7.26,-4.19,0.406,69,72,0.429,0.468,0.761,20,76.25625,9,10,23,24,13,6,90.48438653,19
2010,Lamar,eda6c307-1e0f-4a28-82f4-ee9653b343fb,30,-6.69,-5.96,0.433,82,75,0.431,0.421,0.687,18,91.06,15,11,25,23,15,8,90.05051614,26
2010,Lehigh,508f503f-dc57-4f4c-a01e-4f195e5c05c8,31,-4.07,-5.69,0.516,73,72,0.417,0.414,0.755,18,81.07741935,11,10,25,23,12,7,90.03739954,26
