season,School,team_id,Games,SRS,SOS,win_pct,pts_avg,opp_pts_avg,fg_pct,allow_fg_pct,ft_pct,allow_ft_att_avg,poss_avg,off_rebs_avg,allow_off_rebs_avg,def_rebs_avg,allow_def_rebs_avg,to_avg,steal_avg,off_rating,ft_att_avg
2000,Fairleigh Dickinson,b71d5a1b-2671-4e5a-b94b-06bfb22a27dd,28,-11.42,-8.45,0.464,68,71,0.435,NULL,0.603,NULL,79.778571428571,12,NULL,22,NULL,16,7,85.2359208523597,23
2000,"Florida ",912f8837-1d81-4ef9-a576-a21f271d4c64,31,21.32,7.51,0.774,80,67,0.481,NULL,0.729,NULL,81.270967741935,10,NULL,26,NULL,14,8,98.436135587839,24
2000,Florida A&M,cec2527e-5e1e-4817-a628-35666ef13b6e,28,-22.79,-10.22,0.214,67,79,0.397,NULL,0.649,NULL,85.614285714285,13,NULL,20,NULL,19,8,78.257967628901,25
2000,Florida Atlantic,c851131a-5ecd-4670-81bc-b40f4837dd65,31,-16.07,-3.79,0.226,68,81,0.395,NULL,0.691,NULL,86.722580645161,14,NULL,22,NULL,17,6,78.4109507513765,18
2000,Florida International,a8ac24ca-3b7a-4610-ad99-042661584c48,29,-9.16,-0.7,0.276,59,67,0.421,NULL,0.699,NULL,70.455172413793,9,NULL,18,NULL,13,6,83.7411902897417,18
2000,Florida State,d3c8a767-b6fc-45d4-a5f2-18406f2993f1,30,3.2,10.99,0.3,69,76,0.427,NULL,0.671,NULL,81.9,13,NULL,23,NULL,14,6,84.2490842490842,22
2000,Fordham,7888d144-563d-4f84-b99b-d120aecf1fef,29,0.6,5.32,0.414,74,78,0.42,NULL,0.669,NULL,88.289655172413,14,NULL,24,NULL,16,9,83.8150289017348,21
2000,"Fresno State ",dd8db4d8-d984-4cab-b7f6-22c6b8c2c45f,33,15.66,5.14,0.788,81,70,0.47,NULL,0.681,NULL,87.824242424242,11,NULL,25,NULL,16,10,92.2296597888349,24
2000,Furman,ca5318f2-48eb-4f6b-896a-966b900aa42f,26,-7.7,-6.02,0.385,66,66,0.43,NULL,0.651,NULL,77.176923076923,11,NULL,22,NULL,13,6,85.5177912887472,18
2000,"George Mason ",e76479d0-a768-46d2-89bf-7b9dae12bec8,30,5.12,-0.35,0.6,70,65,0.46,NULL,0.659,NULL,79.573333333333,11,NULL,22,NULL,14,8,87.9691689008047,21
2000,George Washington,d52c3640-069c-4554-982e-e6537c8044f1,32,8.37,6.3,0.438,77,75,0.42,NULL,0.711,NULL,86.61875,14,NULL,24,NULL,14,8,88.8953026913919,25
2000,"Georgetown ",8736b67f-5924-400b-bf94-3bd804c36600,33,12.07,1.58,0.758,78,67,0.437,NULL,0.661,NULL,90.660606060606,18,NULL,26,NULL,16,9,86.0351627782606,24
2000,"Georgia ",4f4b0771-994c-4126-822d-7525aaa00f65,31,12.67,12.71,0.516,72,72,0.464,NULL,0.672,NULL,82.509677419354,12,NULL,25,NULL,15,6,87.2624912033788,20
2000,Georgia Southern,6b955b96-b736-475e-bffd-e4acf2054169,30,-6.58,-5.5,0.5,76,75,0.44,NULL,0.67,NULL,87.726666666666,14,NULL,24,NULL,15,7,86.6327228512811,21
2000,"Georgia State ",94ea835b-8ce9-4de2-a5b1-971548fea974,34,5.25,-3.72,0.853,79,68,0.449,NULL,0.702,NULL,83.123529411764,12,NULL,21,NULL,12,10,95.0392753520637,23
2000,"Georgia Tech ",0f63a6f5-bda7-4fd9-9271-8d33f555ca19,30,14.51,11.78,0.567,75,72,0.426,NULL,0.69,NULL,85.36,11,NULL,26,NULL,15,7,87.863167760075,22
2000,"Gonzaga ",2f4d21f8-6d5f-48a5-abca-52a30583871a,33,12.57,0.32,0.788,82,68,0.51,NULL,0.681,NULL,80.115151515151,11,NULL,27,NULL,14,5,102.352674181104,28
2000,Grambling,6776c7e6-f4c2-47bd-99e5-39fc179a3197,26,-19.88,-10.18,0.308,75,85,0.418,NULL,0.704,NULL,89.523076923076,13,NULL,23,NULL,16,7,83.7772813198153,22
2000,Green Bay,61a3e5ab-1be3-4694-b83f-edae0953f409,28,-2.15,2.56,0.393,58,63,0.426,NULL,0.698,NULL,67.864285714285,8,NULL,21,NULL,12,4,85.4646879275875,19
2000,"Hampton ",161354af-1f3e-4d58-88f7-e016ec74b7b6,32,-3.67,-10.6,0.781,77,70,0.46,NULL,0.684,NULL,83.40625,13,NULL,25,NULL,15,6,92.3192206819033,26
2000,Hartford,dba620d9-7282-4638-bf05-13caf48eeed1,28,-16.83,-5.79,0.143,65,76,0.408,NULL,0.65,NULL,80.585714285714,13,NULL,21,NULL,16,6,80.6594575429891,21
2000,Harvard,5c7bf63f-bc39-43c5-9907-73b50b7a6b34,26,-6.9,-8.51,0.538,71,70,0.438,NULL,0.674,NULL,83.46923076923,11,NULL,24,NULL,17,10,85.0612846742244,18
2000,"Hawaii ",d4dc55b3-94fe-4d4f-b0bf-c50c5f064392,31,6.89,7.25,0.548,72,73,0.468,NULL,0.725,NULL,80.174193548387,10,NULL,21,NULL,16,5,89.8044580349241,21
2000,High Point,a311188e-1259-4fda-b0ea-c47cb52694b1,28,-18.26,-7.98,0.286,60,67,0.393,NULL,0.65,NULL,79.471428571428,12,NULL,20,NULL,17,8,75.4988315657025,17
2000,"Hofstra ",36ca2008-cd2e-4549-8b3b-c745167e07f3,31,5.11,-5.47,0.839,72,62,0.473,NULL,0.647,NULL,80.348387096774,12,NULL,25,NULL,16,7,89.6097639312673,26
2000,"Holy Cross ",31aedd91-a77e-46c1-8bdc-80e9860c159d,30,-0.31,-5.84,0.733,67,62,0.445,NULL,0.657,NULL,77.5,12,NULL,25,NULL,17,6,86.4516129032258,31
2000,Houston,1f99a164-d593-4d81-85d5-0d7889d6f486,29,-1.33,4.91,0.31,65,71,0.416,NULL,0.691,NULL,79.43448275862,13,NULL,24,NULL,15,5,81.828442437924,25
2000,Howard,22fbe5dc-c6db-4675-b3a3-2d8af7f5d313,28,-19.91,-10.37,0.357,68,77,0.389,NULL,0.713,NULL,81.707142857142,11,NULL,20,NULL,15,7,83.224058047033,24
2000,Idaho,ec6185b7-4e0c-4eb8-99ef-f3a4dccf6b91,27,-12.18,-0.02,0.222,63,73,0.38,NULL,0.643,NULL,80.592592592592,11,NULL,21,NULL,14,6,78.1709558823535,22
