market,season,team_id,points_avg,opp_pts_avg,possesion_avg,fg_pct,allow_fg_pct,off_rebs_avg,allow_off_rebs_avg,def_rebs_avg,allow_def_rebs_avg,ft_att_avg,allow_ft_att_avg,ft_pct,turnover_avg,take_away_avg,win_pct,off_rating
BYU,2014,c31455b2-8a45-4248-aa8f-ce7eab1c6b02,82.0909090909091,73.575757575757592,70.608358869923677,0.46098562628336753,0.44235785080855505,9.8484848484848442,8.8181818181818219,24.54545454545455,21.636363636363637,25.060606060606062,22.787878787878789,0.7678355501813785,11.515151515151512,12.333333333333334,0.69696969696969713,116.26231002215876
North Carolina Central,2013,e4c315a0-e83f-4d14-856e-34a0463059e3,72.312499999999986,60.312499999999986,62.230983357838824,0.41923076923076924,0.47191011235955055,7.6,11.2,15.8,22.0,25.2,27.2,0.7857142857142857,11.0,11.2,0.81250000000000011,116.20015641435506
Indiana,2014,c3f0a8ce-af67-497f-a750-3b859376b20a,77.441176470588232,71.705882352941188,66.653059501184842,0.46405228758169936,0.45317220543806647,10.176470588235293,9.352941176470587,22.882352941176471,20.70588235294117,19.147058823529413,19.147058823529413,0.71889400921658986,11.205882352941176,10.52941176470588,0.58823529411764708,116.18547903147885
Murray State,2014,77a69fb0-1355-4342-ac09-b4cc7949d95e,77.969696969696955,68.030303030303017,67.1302547583788,0.47654584221748403,0.41025641025641024,10.909090909090908,10.424242424242424,23.000000000000004,20.27272727272727,23.424242424242426,20.848484848484848,0.69469598965071155,11.484848484848486,12.393939393939393,0.81818181818181834,116.14688079217403
Lipscomb,2013,a2b8223d-40b3-4076-b5df-55655c2f8591,75.448275862068954,78.517241379310363,64.993893772893784,0.36470588235294116,0.5125,8.3333333333333339,8.6666666666666661,20.666666666666668,30.333333333333332,23.333333333333332,25.333333333333332,0.6,10.0,12.333333333333334,0.48275862068965519,116.08517582544846
Butler,2015,bdb7d7a4-45f8-4bf3-ab85-15488c451494,79.939393939393938,71.03030303030306,68.910935975682278,0.46622651091924833,0.43533794571580631,9.1515151515151558,7.4242424242424256,23.151515151515152,21.757575757575758,23.454545454545453,20.36363636363637,0.73126614987080107,10.0,12.757575757575758,0.66666666666666652,116.00393001134603
UCLA,2013,ec0d6b67-4b16-4b50-92b2-1a651dae6b0f,81.16216216216219,70.378378378378372,69.9951779022139,0.48861566484517305,0.42700903471231572,8.513513513513514,8.486486486486486,24.162162162162161,22.054054054054053,22.675675675675674,20.270270270270267,0.74851013110846243,10.189189189189189,14.108108108108107,0.75675675675675669,115.95393367747278
Arizona,2017,9b166a3f-e64b-4825-bb6b-92c6f0418263,80.514285714285734,71.685714285714255,69.438078391726478,0.50349301397205593,0.43478260869565216,9.0285714285714249,7.3428571428571425,25.48571428571428,18.885714285714283,21.142857142857139,18.228571428571428,0.76081081081081081,11.914285714285715,11.257142857142856,0.77142857142857124,115.9512008095532
Wofford,2013,9916713f-b243-452b-93ae-a2c3ccabf68b,64.566666666666649,62.933333333333337,55.738017676767676,0.34161490683229812,0.47530864197530864,9.0,11.666666666666666,16.333333333333332,25.0,14.0,17.0,0.76190476190476186,9.6666666666666661,9.0,0.56666666666666676,115.83954607265997
Eastern Washington,2015,54df21af-8f65-42fc-bc01-8bf750856d70,79.343750000000014,77.78125,68.522825788889165,0.47508125677139762,0.48974082073434128,7.6562499999999991,8.375,22.0625,23.875,20.71875,21.90625,0.68627450980392157,11.0625,10.843750000000002,0.49999999999999994,115.79170748802575
Wichita State,2016,f38b58de-3273-4723-a78b-2f918e9aa2d5,80.82857142857145,62.542857142857159,69.808363184393514,0.46738072054527752,0.37826755509994875,9.9714285714285715,6.6571428571428575,26.685714285714287,20.971428571428575,23.657142857142858,19.628571428571423,0.73309178743961356,11.057142857142859,13.085714285714285,0.85714285714285721,115.78637249389287
Arizona State,2017,ad4bc983-8d2e-4e6f-a8f9-80840a786c64,82.656249999999986,74.843750000000014,71.41647739747259,0.46274101094319958,0.43802083333333336,8.3125,9.4062499999999982,23.812500000000004,23.749999999999996,24.781250000000007,19.625,0.73266078184110972,10.437500000000004,14.40625,0.625,115.73834640425035
TCU,2017,f7fcbb6e-4a55-41ea-ba21-f763ed914467,82.060606060606062,75.363636363636388,70.935806582673266,0.49619868220983276,0.45658835546475995,9.4848484848484844,7.4848484848484853,23.818181818181813,19.969696969696969,20.454545454545453,18.121212121212121,0.70518518518518514,12.424242424242427,12.060606060606062,0.63636363636363646,115.68291109084271
Butler,2016,bdb7d7a4-45f8-4bf3-ab85-15488c451494,76.3235294117647,68.852941176470608,65.991463234833958,0.47734457323498419,0.44529123571039736,7.2941176470588234,7.3529411764705879,22.32352941176471,21.323529411764707,20.705882352941178,20.000000000000004,0.74147727272727271,9.8235294117647065,13.058823529411761,0.73529411764705876,115.65667083356458
Virginia,2015,56913910-87f7-4ad7-ae3b-5cd9fb218fd9,70.97297297297294,60.054054054054063,61.377862681342322,0.49108507386653083,0.42022714981070847,7.5945945945945947,6.8378378378378359,21.7027027027027,19.108108108108105,17.027027027027032,16.675675675675674,0.75238095238095237,9.108108108108107,11.216216216216218,0.78378378378378377,115.63285176847212
West Virginia,2017,f770d3a2-221c-49ce-9c7a-680f7417fe9e,80.108108108108141,69.5945945945946,69.289093585860186,0.43639427127211455,0.42558613659531092,12.189189189189188,8.89189189189189,22.162162162162168,22.837837837837842,20.108108108108112,23.405405405405407,0.7661290322580645,11.0,16.054054054054049,0.70270270270270285,115.61431094323882
SMU,2016,3f4515ea-4472-46b9-ac9e-16d7d8f22a38,74.257142857142853,60.000000000000007,64.235097725820722,0.47210743801652894,0.38641078838174275,10.657142857142857,8.02857142857143,24.828571428571426,18.4,19.914285714285715,13.542857142857143,0.69583931133428978,10.400000000000004,11.028571428571427,0.857142857142857,115.60213261307696
